StudyHours	AttendanceRate	AssignmentsCompleted	OnlineActivity	SleepHours	SocialActivity	MidtermScore	FinalScore	Cluster
11.7	87.4	49.1	3.8	6.6	2.8	52.3	71.1	1
18.2	85.8	96.2	4.1	6.9	3.1	38.5	70.1	1
36.6	68.9	85.8	8.0	5.3	2.1	67.5	98.7	0
36.5	81.6	49.6	8.9	5.9	0.8	60.5	96.4	0
17.9	100.0	77.2	2.9	6.1	3.8	55.6	81.7	3
30.4	77.5	100.0	6.7	4.8	2.5	58.9	77.3	3
15.6	100.0	78.1	1.4	7.2	1.6	45.3	71.5	1
36.2	96.7	65.0	6.7	7.3	1.0	63.6	100.0	0
27.0	89.0	53.2	11.4	6.3	3.9	52.0	80.4	3
32.6	90.6	53.7	1.6	5.4	4.6	59.1	98.4	0
11.3	75.8	88.0	3.5	7.5	3.4	38.0	75.9	1
30.4	82.3	73.5	7.8	7.7	3.5	63.2	83.2	0
24.9	99.4	74.7	8.1	7.1	4.3	52.2	72.2	3
31.8	78.9	73.6	3.6	7.0	2.0	64.9	100.0	0
32.3	95.6	77.9	9.7	7.7	5.7	88.1	100.0	0
25.5	71.2	61.6	4.0	6.9	0.9	52.9	83.3	2
20.2	73.0	84.7	10.2	5.9	2.1	39.2	69.2	1
25.0	84.9	68.7	9.2	6.5	2.6	58.7	89.5	3
18.0	79.6	95.2	6.9	6.9	5.1	49.5	71.8	1
17.6	98.6	85.6	7.6	8.1	2.1	50.2	85.2	3
13.2	97.5	90.3	7.8	5.6	3.1	41.6	55.7	1
20.9	94.2	100.0	6.0	7.2	0.0	52.3	84.8	3
33.8	79.3	79.1	5.9	5.5	3.1	56.4	85.9	2
26.4	82.1	80.3	3.8	5.9	4.0	51.4	90.6	3
20.8	88.1	76.0	5.8	8.9	2.7	58.2	72.6	2
31.4	91.9	73.3	4.3	7.5	0.9	69.7	100.0	0
18.3	79.9	64.8	4.5	7.2	0.7	49.0	68.9	1
25.8	86.7	81.3	10.1	5.0	1.7	61.1	84.8	3
31.2	97.9	86.2	7.4	4.5	4.9	56.8	88.6	3
12.4	92.5	81.0	8.7	7.0	3.2	35.9	52.8	1
18.2	69.9	93.9	7.5	5.5	4.7	55.4	72.3	1
11.9	82.9	80.4	10.7	7.7	2.1	40.8	58.4	1
34.7	90.7	66.1	6.0	5.5	1.4	65.5	100.0	0
21.0	94.2	56.8	4.2	7.5	1.8	64.1	88.8	3
32.0	82.3	69.5	6.3	6.8	4.3	45.4	90.8	2
33.5	85.7	66.1	6.4	8.1	3.9	65.7	81.8	0
24.3	87.1	73.7	10.9	4.5	2.9	58.0	79.1	3
30.5	78.6	75.8	8.3	7.6	0.0	53.2	90.6	2
16.4	72.8	100.0	4.7	6.3	2.9	35.4	71.4	1
36.0	64.5	75.1	7.2	6.7	2.0	58.8	93.8	2
42.2	97.7	100.0	1.4	7.7	4.6	54.0	100.0	0
29.2	90.0	81.0	6.4	6.7	3.8	47.0	81.3	3
8.3	88.6	100.0	6.2	5.1	2.7	34.4	53.8	1
20.5	97.7	93.4	3.7	8.8	0.0	45.7	77.2	3
29.9	72.4	85.4	5.5	5.3	2.3	64.9	89.2	2
21.6	67.6	100.0	4.3	6.0	1.5	50.2	59.5	1
35.2	88.8	96.8	6.0	7.2	3.1	67.3	100.0	0
29.7	87.9	89.5	7.7	7.2	0.8	62.0	93.4	0
19.3	67.7	100.0	8.6	7.5	2.9	38.1	61.1	1
25.3	88.6	72.5	7.3	7.2	0.0	53.0	79.4	3
17.8	81.0	65.1	4.9	8.4	0.4	48.8	75.5	2
23.5	76.9	69.9	4.3	7.6	1.2	53.2	84.6	2
20.6	81.7	100.0	5.0	5.6	1.7	56.3	80.3	3
34.4	60.6	100.0	5.4	3.9	3.1	66.8	93.0	0
41.9	79.1	72.1	3.8	7.2	0.0	71.1	100.0	0
13.6	78.0	44.7	8.6	8.8	1.5	60.1	72.0	2
9.6	90.6	76.9	5.5	5.5	1.6	49.1	72.4	1
23.0	83.4	64.8	7.9	5.7	3.5	50.8	92.6	3
12.9	91.4	72.6	2.5	7.4	2.2	58.0	86.0	3
25.4	59.5	64.2	4.3	7.6	1.0	43.8	64.3	2
31.0	76.6	55.9	8.1	8.3	0.9	63.7	75.4	2
37.0	90.6	100.0	8.2	9.0	1.7	65.2	100.0	0
26.6	81.9	69.7	3.0	7.3	0.0	50.8	84.3	2
23.5	93.5	100.0	6.0	5.9	4.9	58.2	85.1	3
9.2	67.0	76.7	6.8	5.9	2.5	39.8	58.4	1
25.2	92.3	63.0	4.2	6.3	1.1	43.9	80.7	3
25.6	78.6	87.6	6.9	8.2	0.9	57.4	71.4	2
30.1	77.6	74.1	2.0	6.4	0.7	51.5	77.7	2
19.3	94.9	76.9	3.7	8.2	3.1	54.7	72.0	3
21.5	96.6	82.2	7.5	5.2	0.0	54.7	89.9	3
13.2	95.3	67.8	6.1	7.3	2.2	52.4	88.5	3
6.7	100.0	55.7	6.0	6.1	3.4	28.0	53.8	1
16.1	97.7	79.2	5.6	7.6	1.6	44.3	95.1	3
12.4	77.0	94.5	7.3	6.7	1.0	46.7	50.0	1
27.7	86.4	66.5	7.5	8.0	3.8	80.4	93.3	0
25.0	100.0	100.0	6.3	7.0	2.1	52.2	62.6	3
17.1	96.0	78.7	5.0	8.0	2.7	58.8	92.5	3
0.0	83.1	81.3	4.6	6.9	1.6	33.0	42.1	1
37.1	93.8	80.8	3.4	7.1	0.7	70.1	100.0	0
17.0	72.7	69.8	5.0	7.9	1.7	49.0	73.2	2
21.7	87.5	65.1	4.5	6.9	3.0	62.4	71.5	2
13.4	75.6	65.2	10.0	5.1	1.4	51.3	87.0	3
32.8	68.1	85.5	3.4	6.3	3.2	56.2	89.1	2
26.1	92.8	91.4	8.6	4.7	2.1	47.3	82.2	3
18.4	94.1	92.1	5.3	6.7	1.6	44.9	67.0	1
21.9	89.6	74.3	5.5	7.6	1.4	57.1	85.0	3
38.4	83.2	96.4	7.0	7.1	2.8	65.9	90.1	0
24.4	72.3	84.6	2.5	8.7	4.2	54.4	80.2	2
23.5	73.4	81.1	4.0	8.5	2.7	55.6	90.5	2
17.5	75.3	29.9	2.9	7.3	1.1	43.3	78.1	2
9.8	82.7	67.7	5.0	4.1	4.1	44.0	57.5	1
23.7	95.8	57.2	3.7	7.8	1.2	57.1	85.1	2
27.6	95.6	89.4	9.3	6.1	5.1	49.3	91.6	3
7.0	78.1	63.9	6.0	7.4	1.2	44.9	71.0	1
16.0	77.8	84.6	5.2	7.8	3.3	53.9	84.5	2
20.4	59.7	58.6	8.0	7.6	2.0	43.2	59.5	1
25.0	90.7	64.3	10.1	9.9	3.2	61.1	94.2	0
23.8	82.5	69.3	5.4	7.6	2.6	50.7	69.4	1
24.0	83.9	88.1	4.7	5.5	0.4	49.0	77.4	3
28.3	98.5	100.0	6.0	8.3	2.4	75.3	90.6	0
25.0	85.9	71.2	7.0	6.5	3.3	48.1	64.4	1
32.5	80.7	99.8	3.2	8.6	2.7	50.4	91.2	2
28.5	90.7	80.7	5.4	8.9	4.4	56.7	84.3	0
22.4	95.6	83.5	5.9	7.7	3.0	54.2	86.4	3
25.0	88.0	79.0	6.1	5.5	2.1	73.4	97.0	0
37.5	91.9	77.0	5.6	6.4	2.8	64.2	100.0	0
32.5	83.5	86.6	3.7	8.6	1.8	64.7	92.7	0
0.9	84.2	91.1	6.8	9.4	3.0	46.2	51.4	1
25.0	86.1	66.7	5.9	7.1	3.0	61.8	90.6	2
31.4	77.5	77.2	5.9	6.7	0.6	62.3	100.0	0
41.1	79.3	100.0	3.3	5.6	3.7	67.2	100.0	0
34.9	98.8	82.7	7.6	5.6	5.9	67.7	100.0	0
37.6	100.0	84.3	3.6	7.3	3.3	69.0	97.8	0
32.0	100.0	97.5	10.0	7.8	0.0	65.1	100.0	0
35.8	71.8	72.5	3.1	5.2	1.9	60.5	94.9	2
26.7	73.1	92.3	1.2	8.6	2.1	54.0	93.3	2
22.5	56.9	44.5	4.6	9.0	1.4	55.0	77.1	2
28.1	79.1	68.9	0.4	7.4	5.3	58.0	70.5	2
25.6	99.1	65.0	7.8	7.4	0.0	56.5	99.1	3
15.0	94.8	78.1	5.9	7.4	2.1	57.8	81.1	3
12.0	79.9	66.2	9.5	8.6	3.1	39.8	72.0	1
19.1	80.7	90.0	5.6	7.6	0.7	41.8	66.9	1
31.5	90.7	82.6	6.6	6.4	0.9	52.0	86.6	3
37.6	94.4	93.3	5.3	7.5	3.6	77.1	100.0	0
32.3	79.7	94.3	3.8	7.5	5.4	70.5	100.0	0
33.5	82.7	90.2	5.0	6.7	5.6	63.7	84.0	0
24.4	79.3	75.0	3.0	8.2	2.0	51.0	80.5	2
11.1	71.7	81.6	7.0	7.1	4.5	39.9	66.5	1
25.0	82.8	73.1	5.2	7.8	2.4	68.8	86.5	2
22.9	82.0	59.5	5.7	7.6	3.9	53.8	75.8	2
21.0	72.4	94.3	13.1	6.1	2.2	54.2	70.5	1
25.4	91.5	78.7	5.0	5.8	0.8	54.5	87.5	3
28.5	89.8	57.5	6.8	6.1	4.9	60.6	99.3	0
31.8	92.0	88.1	5.9	6.9	5.3	65.5	89.2	0
22.8	77.3	76.6	8.9	8.9	1.9	67.2	67.5	2
9.8	65.2	49.1	6.6	6.9	3.9	41.5	52.5	1
21.1	89.7	59.4	5.3	7.4	2.3	58.2	86.3	2
25.3	78.4	69.5	11.7	8.0	5.8	53.1	86.3	3
34.8	76.1	83.2	3.9	6.6	0.3	63.9	88.5	2
20.5	72.4	91.8	5.5	6.5	2.2	53.8	77.2	2
29.1	82.2	91.3	6.0	8.3	0.3	57.6	84.5	2
27.3	100.0	89.0	4.0	7.7	0.1	62.3	100.0	0
25.4	79.9	79.5	7.9	6.3	2.3	50.7	80.4	3
32.4	74.1	100.0	4.8	6.5	1.8	64.2	99.8	0
25.0	86.7	83.3	8.4	7.4	3.8	49.2	81.0	3
24.9	63.8	88.5	5.8	8.5	4.4	52.4	72.6	2
19.9	91.6	74.0	6.0	7.6	3.3	63.5	78.1	3
29.1	100.0	79.1	5.0	5.8	0.0	61.0	94.1	3
19.3	59.0	48.8	6.0	6.1	3.0	51.5	73.6	2
26.8	72.6	74.2	8.2	7.4	3.0	59.2	100.0	2
24.2	56.5	100.0	6.8	7.2	1.2	56.0	85.7	2
26.7	84.2	82.2	7.3	6.0	3.0	49.4	95.7	3
21.3	94.9	81.6	6.9	8.3	1.7	47.5	79.6	3
22.3	86.1	95.0	8.1	4.3	1.3	49.0	75.3	3
25.8	98.9	85.4	5.5	7.4	0.7	63.7	75.7	3
26.6	93.3	68.2	6.4	5.1	3.8	60.9	85.7	3
25.0	100.0	80.4	6.1	8.1	4.4	60.3	79.2	3
38.6	96.6	63.0	4.9	6.7	2.3	67.6	100.0	0
17.1	81.0	82.8	8.5	7.9	4.0	40.0	66.3	1
24.5	85.7	67.4	8.5	6.5	4.8	51.7	71.3	3
12.4	76.3	93.9	9.0	8.6	2.7	47.3	69.0	1
28.0	82.7	72.3	4.1	4.8	2.4	57.1	90.2	3
16.1	85.6	67.6	6.9	8.1	3.2	51.2	63.8	1
22.8	84.2	78.3	8.7	6.3	1.2	43.0	89.2	3
22.0	98.4	85.5	9.8	7.5	3.3	56.2	79.2	3
27.2	81.7	61.9	2.2	7.5	2.7	42.0	85.3	2
20.6	75.7	72.2	6.0	5.3	0.5	42.0	71.0	1
20.2	76.3	81.6	5.5	8.2	0.6	44.3	85.9	2
36.5	91.6	100.0	10.0	7.5	1.0	52.3	100.0	0
27.3	71.0	42.1	0.5	7.1	3.3	50.1	71.6	2
20.5	83.0	89.2	3.4	7.5	2.0	54.9	93.4	2
25.0	98.3	74.2	9.6	7.2	2.5	65.7	80.2	3
38.2	87.9	72.6	4.8	8.0	4.5	62.8	93.6	0
23.1	84.3	69.8	2.7	6.4	3.2	50.1	92.8	2
19.5	84.6	74.5	9.8	8.0	1.5	51.4	76.7	1
19.5	74.7	89.3	2.4	7.7	1.0	48.8	75.6	2
20.6	76.4	71.9	8.6	6.8	3.0	44.3	75.8	1
20.2	83.0	100.0	2.1	9.2	1.0	56.7	70.9	2
14.8	87.7	89.4	6.0	7.5	4.4	47.0	85.1	3
16.0	94.5	83.0	6.5	7.2	2.9	46.2	91.1	3
18.4	85.9	77.5	3.9	7.7	2.7	47.4	59.2	1
29.7	98.5	97.8	6.7	6.9	1.1	79.7	100.0	0
22.0	100.0	100.0	10.5	8.4	3.4	62.3	93.5	3
23.3	93.0	62.6	5.6	7.0	4.2	53.9	83.0	3
35.2	97.2	69.5	10.1	8.0	2.3	47.7	91.9	3
35.4	75.1	89.5	6.8	5.7	3.9	50.0	94.8	0
22.7	73.5	94.1	8.4	4.8	1.9	53.7	83.3	3
20.0	90.2	75.5	0.1	7.5	2.4	51.3	92.3	2
18.1	71.6	68.9	7.6	6.5	5.6	40.7	52.1	1
30.5	82.1	81.2	6.0	6.8	1.9	59.2	83.3	2
23.4	92.7	100.0	5.1	4.2	3.3	50.8	76.8	3
21.9	99.1	80.6	10.7	9.0	1.9	51.5	100.0	3
18.5	82.5	61.0	4.8	7.1	2.9	49.9	86.3	2
18.8	78.5	81.6	2.0	8.6	3.5	43.3	72.7	1
27.6	88.2	91.7	6.0	5.3	1.1	48.5	85.2	3
14.5	74.3	78.5	6.0	7.1	1.4	36.8	66.0	1
33.0	83.3	98.9	6.2	7.5	3.4	59.2	100.0	0
20.7	84.9	93.0	9.3	7.2	2.7	41.4	72.0	1
23.8	84.7	79.1	7.2	7.3	4.3	72.0	91.3	0
14.3	85.9	80.6	5.4	5.3	2.9	55.6	70.2	1
24.9	76.7	52.4	5.1	7.4	5.3	60.6	71.9	2
22.4	77.7	98.2	9.2	6.0	3.5	46.8	61.3	1
24.6	77.5	75.1	3.0	6.3	5.3	48.7	72.7	1
36.8	68.8	74.0	7.9	7.0	5.0	52.3	87.5	2
26.4	88.4	71.8	11.5	6.6	1.5	71.9	97.4	0
18.6	93.9	86.9	7.4	6.6	4.7	63.1	84.7	3
19.3	93.0	63.1	5.4	8.3	3.9	58.5	70.2	1
29.8	82.4	65.2	5.6	6.8	3.8	58.8	89.9	2
35.4	76.9	79.2	4.8	6.5	4.3	60.2	90.4	0
27.3	92.4	70.6	4.4	6.9	2.0	63.1	90.3	0
30.5	91.4	85.0	6.3	5.7	3.0	73.6	100.0	0
29.9	87.2	71.2	7.7	7.2	1.9	65.3	100.0	0
36.4	100.0	100.0	10.0	7.9	6.0	58.9	98.1	0
9.4	84.7	90.4	1.1	7.4	1.4	39.0	74.4	1
30.3	82.4	90.2	0.0	7.0	0.6	63.6	83.0	2
32.9	81.0	70.9	10.1	7.7	1.3	55.3	85.2	2
14.3	69.4	100.0	6.1	6.3	2.4	42.6	62.1	1
17.9	91.6	73.4	6.3	7.0	2.4	63.5	72.5	3
18.2	83.9	69.3	7.3	8.7	3.8	48.9	63.0	1
19.2	90.1	90.6	5.5	6.6	2.5	41.1	74.4	1
21.1	100.0	82.9	10.9	7.7	1.8	77.5	83.1	3
26.9	81.1	67.7	7.2	7.8	3.2	65.5	81.5	2
31.9	61.6	100.0	4.9	6.1	4.2	57.7	84.8	2
25.0	89.8	94.6	6.0	7.8	2.8	63.7	100.0	0
18.3	86.7	80.1	5.6	6.3	3.8	35.8	67.8	1
18.2	77.7	100.0	4.1	7.5	2.6	47.4	72.6	1
35.5	89.0	92.2	10.2	6.3	2.1	59.4	89.7	0
30.2	92.9	79.8	6.3	7.3	3.5	62.3	86.5	0
25.7	75.5	100.0	3.1	7.2	2.8	67.8	68.8	2
25.0	82.0	89.9	7.0	7.1	4.0	62.2	82.1	3
24.8	99.8	89.2	9.6	7.3	4.8	73.8	100.0	0
29.2	77.8	74.2	8.7	6.4	2.3	48.1	79.4	2
22.3	85.7	80.7	4.1	5.6	3.5	43.0	77.6	1
27.2	58.8	73.8	3.2	7.1	4.1	63.5	83.4	2
12.9	70.2	100.0	9.6	8.3	3.1	46.0	68.6	1
19.5	86.6	55.9	1.9	7.7	3.3	56.1	92.2	2
19.6	97.3	100.0	6.9	7.5	2.7	54.1	86.4	3
22.0	71.4	66.8	4.6	6.4	2.9	53.7	74.3	2
17.6	85.7	79.1	9.3	7.2	3.3	56.2	82.9	3
20.7	81.2	75.6	3.4	6.0	1.6	54.6	81.0	2
12.9	94.5	72.2	4.0	6.5	0.0	44.6	52.4	1
29.4	72.8	90.3	6.0	7.4	2.4	75.4	84.0	0
24.3	89.3	79.9	8.0	4.8	2.2	57.4	84.0	3
11.4	78.5	70.0	9.4	9.1	4.9	43.8	57.4	1
18.3	87.2	82.3	7.2	5.4	2.9	49.2	74.1	3
20.7	82.5	71.9	8.6	6.0	1.9	51.0	84.0	3
24.4	85.4	73.2	3.8	6.5	1.2	54.2	93.5	2
27.7	83.7	87.4	2.8	6.5	0.6	50.2	85.7	2
13.5	81.4	80.6	0.0	6.3	3.6	49.4	69.6	1
29.4	85.8	100.0	8.1	6.6	3.0	59.7	82.8	3
18.6	87.2	100.0	9.6	7.1	4.7	47.1	64.4	1
24.9	75.1	73.0	7.4	5.9	3.3	62.0	84.7	2
24.7	81.5	67.5	7.0	8.0	2.9	55.2	82.9	2
20.8	74.4	96.9	6.2	8.7	0.0	48.9	61.6	1
16.8	84.6	85.0	6.0	4.7	5.4	47.6	78.8	3
22.7	79.1	97.0	10.2	9.2	2.6	51.0	78.7	1
38.0	92.7	86.0	9.9	7.9	0.0	71.2	100.0	0
14.1	91.7	77.1	4.5	7.3	2.8	43.5	62.6	1
25.0	75.8	77.2	8.8	6.3	1.3	65.8	100.0	0
22.9	85.0	86.5	9.1	7.2	1.2	51.2	75.2	3
25.3	91.4	76.8	7.6	8.1	2.9	52.8	87.4	3
16.3	83.2	98.3	7.0	10.0	1.6	53.3	72.4	1
21.0	74.1	98.2	2.3	5.2	2.3	55.7	66.5	1
16.6	93.5	51.9	2.1	6.8	3.1	53.8	87.4	3
23.3	94.0	82.2	6.0	7.1	3.3	66.6	81.4	3
21.7	82.9	75.0	3.2	8.6	2.9	40.6	67.3	1
39.8	92.7	57.3	2.5	6.9	2.8	76.4	100.0	0
15.7	55.3	49.1	0.8	6.1	2.7	42.8	59.3	1
25.0	83.4	80.7	6.9	6.5	3.8	52.8	96.8	3
16.4	86.4	71.0	7.1	8.2	1.5	54.1	87.1	2
30.5	81.8	64.4	8.1	9.9	0.8	59.5	87.2	2
21.8	99.0	100.0	5.0	8.1	1.3	66.3	99.0	0
5.1	74.4	61.5	6.3	8.1	3.1	37.4	39.1	1
30.3	99.7	90.2	8.1	8.5	0.8	62.4	83.9	0
16.1	89.0	66.7	7.2	7.5	1.5	49.0	73.9	1
16.6	91.2	63.2	6.0	6.5	0.5	43.5	72.2	1
30.5	81.7	70.9	6.7	6.6	3.9	59.9	96.0	0
22.2	71.9	89.3	1.0	8.3	3.5	50.8	79.6	2
32.3	94.3	59.4	6.0	7.3	3.8	64.1	100.0	0
34.7	88.1	84.3	4.5	5.8	1.8	64.7	100.0	0
19.8	98.6	65.6	9.8	8.6	0.0	54.7	99.0	3
31.3	83.1	68.3	3.6	6.1	1.2	61.7	100.0	0
19.0	80.8	86.0	6.3	5.6	0.5	59.6	78.6	3
42.9	98.9	100.0	4.9	5.9	0.5	64.6	100.0	0
19.5	100.0	66.3	4.6	7.4	4.2	49.2	79.7	3
33.2	85.1	90.8	6.9	8.2	2.1	73.3	96.1	0
31.8	77.5	75.3	5.0	7.3	2.9	70.0	100.0	0
27.5	93.1	72.9	10.6	6.3	4.2	61.6	99.9	0
19.6	82.5	96.1	1.1	6.0	1.0	67.3	77.9	2
23.8	91.0	67.3	6.0	7.9	3.4	60.2	85.2	3
7.8	82.4	62.7	5.8	6.9	0.3	57.2	51.9	1
26.8	100.0	86.9	5.9	7.4	2.9	71.0	96.3	0
27.8	78.0	100.0	6.8	6.8	4.1	69.8	91.0	0
26.1	89.8	91.2	8.5	7.4	0.8	49.4	76.3	3
1.2	80.1	58.9	6.7	7.5	3.7	42.9	47.2	1
14.9	82.2	70.8	8.5	9.9	2.8	47.9	60.1	1
19.0	80.9	94.7	6.1	7.5	1.8	41.4	58.6	1
27.3	94.2	83.4	5.8	7.2	2.9	68.6	82.3	0
23.6	90.6	71.3	8.9	5.9	3.2	55.2	85.2	3
30.1	83.9	100.0	5.0	5.8	2.0	55.5	97.7	3
29.9	94.0	70.9	7.5	7.4	3.6	47.9	80.6	3
28.8	94.3	68.4	6.8	8.3	4.3	50.6	99.2	0
28.0	58.1	62.1	4.1	5.1	3.9	52.5	79.4	2
39.6	82.8	100.0	5.5	7.4	1.5	65.8	100.0	0
28.9	91.7	70.2	6.0	6.0	0.4	56.3	96.6	3
17.3	84.3	100.0	7.6	5.3	3.1	44.4	63.7	1
27.0	92.2	88.0	6.0	5.7	1.9	77.4	81.3	0
31.0	74.2	87.1	7.7	6.6	4.0	51.3	90.8	2
33.7	94.0	72.3	10.2	9.1	1.1	60.1	92.6	0
28.1	70.3	79.4	10.2	5.7	2.6	60.5	86.8	2
6.3	100.0	50.5	3.9	5.8	2.8	45.5	53.4	1
27.4	96.9	72.7	2.9	5.3	3.5	54.5	92.8	3
21.8	85.0	80.1	6.0	7.7	2.4	55.5	70.2	1
29.3	76.7	99.6	6.6	7.1	0.0	66.8	100.0	0
32.6	83.2	70.8	7.4	5.8	7.7	63.4	100.0	0
26.6	85.8	92.2	6.0	6.0	2.6	59.0	90.1	3
38.3	89.4	49.1	5.7	6.9	6.8	68.3	100.0	0
23.6	100.0	97.5	5.1	6.9	2.3	52.1	90.8	3
30.0	80.2	66.5	6.8	5.8	0.9	62.9	94.2	0
31.4	90.6	82.0	2.9	7.2	2.0	70.0	90.4	0
31.2	80.9	83.2	2.9	7.1	3.4	63.8	96.7	0
20.2	88.8	78.4	4.7	6.8	3.0	53.6	83.9	3
21.6	91.9	61.4	5.8	7.5	2.4	69.1	96.3	0
14.5	77.5	66.7	7.3	8.5	2.7	48.4	75.5	1
25.0	80.6	94.9	6.0	6.6	2.3	53.7	94.5	3
27.6	99.6	71.0	7.9	7.0	4.3	55.5	94.8	3
34.4	96.6	78.5	2.3	4.6	3.9	59.3	92.5	0
31.3	87.1	57.6	9.2	9.4	1.1	57.8	96.7	0
22.7	62.6	92.9	4.4	4.8	0.3	65.9	79.9	2
15.6	100.0	60.2	4.6	6.9	0.7	46.0	68.3	1
28.5	84.8	93.7	6.7	3.9	2.0	70.5	100.0	0
33.9	81.9	64.1	5.2	6.0	2.8	61.2	94.2	0
31.0	79.8	95.2	6.9	9.1	2.4	68.1	96.4	0
33.7	88.8	80.2	7.4	8.4	3.4	55.5	89.0	0
23.3	88.9	71.6	4.1	8.2	2.5	55.7	83.4	2
21.3	94.5	100.0	5.5	6.8	4.9	43.0	84.9	3
19.1	75.7	79.0	5.6	9.0	3.3	50.9	89.5	2
24.6	81.9	74.6	8.4	7.3	2.5	61.6	73.8	2
24.4	100.0	93.6	4.8	7.8	0.2	65.5	93.1	0
24.0	83.3	42.1	3.4	8.3	3.2	52.8	78.0	2
23.9	75.6	97.4	3.7	6.9	1.4	54.9	81.5	2
32.5	95.3	93.0	4.2	8.7	4.1	59.4	100.0	0
25.6	93.7	80.7	10.0	7.7	1.0	55.2	86.2	3
23.6	82.4	62.5	7.7	7.9	2.7	56.8	95.1	2
25.0	88.6	89.1	9.2	8.5	2.5	63.3	84.0	3
35.5	95.7	63.8	1.1	5.9	1.1	63.6	100.0	0
29.4	77.2	64.2	6.8	7.8	2.3	52.5	86.9	2
12.0	59.5	54.0	10.6	7.6	1.0	37.4	57.3	1
31.1	88.0	86.0	4.8	6.5	2.6	50.4	84.4	3
32.4	93.0	66.0	6.3	6.2	3.3	68.7	94.3	0
26.0	74.1	79.5	2.1	9.0	3.8	45.2	86.8	2
37.8	84.9	77.3	6.1	5.8	4.7	49.1	100.0	0
26.7	82.4	65.9	5.7	5.3	2.1	62.9	82.0	2
13.7	86.0	57.2	0.8	6.3	2.1	53.3	70.5	1
27.9	79.6	100.0	3.4	4.9	4.4	49.8	86.2	3
27.0	97.9	79.3	3.2	6.0	3.4	62.2	99.4	0
20.2	86.5	100.0	6.0	5.7	4.4	43.2	75.6	3
29.6	76.2	97.5	4.2	7.1	5.4	57.9	96.2	0
11.7	94.2	75.2	7.3	8.7	1.2	50.6	70.3	1
32.9	72.4	82.7	4.4	6.3	3.7	65.7	100.0	0
18.0	97.8	82.3	8.9	8.0	1.6	56.1	100.0	3
17.1	94.9	100.0	5.1	7.9	4.8	37.9	71.6	1
24.1	98.9	92.4	6.8	4.3	0.7	60.2	93.0	3
28.5	83.4	67.9	7.2	6.3	3.9	75.2	87.7	0
26.3	80.0	85.3	9.8	6.5	1.7	59.7	85.0	3
21.0	84.2	62.4	7.1	7.7	4.4	48.0	81.8	1
23.2	79.5	100.0	10.3	5.9	0.3	36.8	80.0	3
33.6	81.3	67.1	3.4	6.2	2.1	63.2	93.0	0
25.0	73.3	69.2	7.0	5.2	1.9	52.1	87.8	2
31.9	91.8	97.4	9.9	7.1	0.6	60.4	99.9	0
36.6	84.5	74.7	3.0	6.6	0.0	64.2	100.0	0
20.3	81.9	65.3	7.5	7.6	4.3	47.1	70.8	1
23.5	73.9	93.2	3.5	7.8	4.7	60.1	80.0	2
42.4	73.4	88.7	11.8	6.6	1.6	69.2	100.0	0
36.6	100.0	81.4	1.3	7.3	2.1	63.4	100.0	0
11.6	78.7	96.9	2.2	6.7	3.7	48.9	54.0	1
25.0	91.1	97.9	3.2	5.7	3.7	62.4	86.4	3
25.0	86.6	78.8	3.3	6.0	5.2	49.6	91.4	3
31.6	57.2	100.0	7.3	4.3	3.4	56.0	84.8	2
19.0	100.0	100.0	10.5	6.5	1.0	53.0	91.6	3
18.3	91.8	50.2	8.9	6.3	3.7	48.1	82.4	3
19.6	77.3	64.5	6.6	5.7	1.5	41.1	78.2	1
20.4	84.7	46.2	6.0	8.0	2.4	48.4	79.9	2
31.5	73.5	75.1	4.5	7.6	4.2	69.2	87.9	0
15.6	100.0	61.8	7.0	7.7	1.1	46.8	76.1	3
20.0	75.9	67.8	5.5	7.8	2.4	58.1	67.4	2
10.7	79.8	96.4	6.5	7.0	0.7	44.7	62.1	1
33.1	77.7	53.7	4.1	7.0	1.0	62.7	90.1	2
35.2	85.8	81.9	6.0	8.0	1.7	55.1	81.1	2
22.4	98.7	81.9	6.1	7.8	4.9	65.3	92.3	3
22.6	100.0	78.8	6.0	8.2	2.6	72.4	95.7	0
28.6	81.0	82.0	4.5	6.9	6.5	53.4	95.3	0
36.8	88.8	46.5	4.1	5.8	3.9	75.7	96.4	0
28.3	85.8	67.9	7.4	7.3	4.0	49.6	94.1	3
19.4	75.2	100.0	7.1	6.3	0.9	50.4	55.3	1
12.0	100.0	62.0	10.7	7.8	2.3	40.2	67.5	1
16.1	98.6	100.0	9.5	7.3	0.8	54.7	94.7	3
25.6	86.9	58.9	3.0	7.1	2.0	55.7	85.6	2
19.8	100.0	57.1	5.5	6.5	1.8	54.4	77.1	3
26.6	97.1	65.7	6.0	8.2	2.4	69.3	94.7	0
20.6	85.8	96.9	1.4	8.1	3.7	62.6	89.1	2
16.5	88.3	71.8	11.5	6.3	2.1	49.3	71.5	1
15.6	100.0	85.2	9.7	5.5	3.8	60.0	83.1	3
37.5	75.5	81.1	4.4	7.2	0.3	73.1	100.0	0
32.1	100.0	79.2	9.1	8.4	3.2	72.4	100.0	0
38.8	82.7	99.1	9.5	5.5	1.8	67.7	100.0	0
29.3	100.0	91.6	1.2	7.6	2.9	64.5	100.0	0
21.6	84.9	62.9	8.1	6.0	3.8	51.8	79.5	3
35.6	88.4	75.9	4.8	5.8	0.3	82.5	100.0	0
