DeviceType	ActiveHours	PowerUsage	Temperature	SignalStrength	FirmwareAge	Cluster
Speaker	13.23	83.54	35.14	-51.21	52	3
Plug	14.77	56.76	44.86	-63.97	7	0
Speaker	15.92	61.0	34.44	-57.18	57	3
Light	15.03	21.25	35.48	-41.78	16	4
Light	9.87	33.43	27.13	-50.17	12	4
Camera	4.81	65.8	47.61	-50.77	25	2
Speaker	7.08	54.77	40.36	-57.6	12	3
Speaker	15.35	35.3	29.4	-52.04	42	3
Speaker	16.37	72.36	53.08	-43.42	15	3
Light	8.51	20.96	23.62	-51.67	31	4
Speaker	19.17	42.19	34.61	-45.58	16	3
Sensor	21.25	64.95	33.89	-49.53	29	1
Sensor	11.96	73.12	29.23	-71.91	7	1
Plug	10.2	59.18	38.97	-51.17	36	0
Plug	14.17	45.02	48.19	-53.67	55	0
Plug	16.82	42.9	28.27	-64.05	60	0
Speaker	10.93	34.91	38.57	-65.78	51	3
Sensor	14.98	55.52	33.5	-65.85	57	1
Camera	11.86	99.67	33.38	-49.09	28	2
Plug	14.47	36.51	52.61	-70.44	1	0
Plug	14.03	32.52	31.02	-58.06	26	0
Sensor	8.91	67.47	26.58	-40.37	34	1
Speaker	16.17	15.41	31.11	-58.72	53	3
Plug	11.34	39.69	25.15	-40.77	28	0
Camera	15.96	61.14	48.17	-50.3	2	2
Light	13.54	105.1	32.99	-56.71	33	4
Sensor	10.77	69.81	30.47	-62.25	30	1
Light	17.8	70.99	42.35	-71.13	29	4
Light	12.62	47.76	51.77	-42.05	2	4
Light	12.89	74.15	25.9	-48.11	3	4
Camera	13.88	74.4	30.69	-55.73	58	2
Light	15.31	54.62	33.99	-77.02	15	4
Speaker	7.74	67.24	46.95	-75.89	10	3
Camera	10.89	35.43	37.7	-64.66	6	2
Speaker	14.64	61.05	21.72	-71.84	14	3
Light	11.66	48.3	44.27	-47.05	49	4
Light	10.17	62.49	49.04	-55.95	32	4
Plug	9.58	68.04	30.52	-55.7	20	0
Sensor	11.94	37.34	31.21	-75.8	11	1
Light	18.57	48.58	51.02	-50.6	35	4
Sensor	12.65	93.4	27.38	-51.44	36	1
Sensor	11.87	32.82	46.69	-65.21	54	1
Speaker	11.61	43.79	31.76	-49.1	17	3
Camera	8.84	44.04	41.81	-43.83	8	2
Plug	16.76	50.0	22.66	-41.31	35	0
Camera	13.1	74.46	37.48	-31.67	58	2
Sensor	13.06	5.0	45.02	-54.12	36	1
Light	12.08	67.81	32.94	-78.86	45	4
Speaker	10.97	61.08	56.73	-56.1	27	3
Light	14.33	54.825	40.36	-60.72	39	4
Sensor	9.82	64.39	31.0	-31.74	9	1
Camera	12.25	81.68	36.04	-57.1	39	2
Camera	15.45	61.08	40.68	-70.52	18	2
Light	9.93	61.24	21.36	-61.73	36	4
Plug	14.62	42.92	44.76	-60.68	40	0
Camera	13.71	55.52	37.44	-63.21	3	2
Speaker	13.52	74.0	24.34	-44.49	13	3
Speaker	14.85	47.75	48.22	-68.75	29	3
Light	12.88	71.19	32.5	-66.59	55	4
Speaker	11.58	65.57	25.35	-41.4	50	3
Speaker	14.81	33.53	40.02	-63.32	6	3
Plug	8.16	62.35	38.01	-71.87	9	0
Speaker	12.42	35.29	40.04	-51.27	45	3
Sensor	10.11	34.05	31.13	-73.76	44	1
Light	7.64	50.8	47.85	-63.87	40	4
Plug	14.39	54.46	33.16	-64.73	38	0
Plug	13.36	29.68	36.87	-60.21	19	0
Light	12.11	23.51	42.77	-63.51	42	4
Camera	9.22	24.27	40.16	-44.34	30	2
Plug	2.32	75.56	35.5	-65.19	50	0
Camera	21.02	62.94	31.13	-62.91	18	2
Camera	9.49	78.79	38.58	-55.79	6	2
Plug	13.18	45.24	35.34	-55.93	59	0
Plug	16.6	58.07	47.37	-55.02	9	0
Light	7.96	81.15	24.19	-49.88	3	4
Camera	14.52	41.38	43.89	-51.97	35	2
Light	10.27	45.99	31.86	-54.68	25	4
Plug	12.42	101.43	45.92	-50.09	32	0
Camera	11.76	46.02	43.89	-56.52	22	2
Plug	11.29	77.75	36.4	-60.63	11	0
Light	11.34	54.825	37.04	-54.74	19	4
Sensor	15.77	57.28	35.83	-64.83	46	1
Speaker	13.92	58.7	36.12	-59.41	40	3
Speaker	13.26	58.55	38.51	-55.81	39	3
Plug	20.96	64.53	41.53	-62.79	28	0
Camera	15.2	40.93	37.92	-30.69	13	2
Camera	13.05	62.49	32.71	-76.73	4	2
Light	13.78	63.02	32.15	-66.91	54	4
Camera	21.51	59.19	40.48	-73.58	15	2
Sensor	6.97	27.96	40.42	-33.38	29	1
Speaker	14.2	40.28	55.22	-56.51	8	3
Speaker	11.44	54.825	48.43	-55.33	28	3
Camera	16.37	46.27	46.31	-52.76	7	2
Camera	12.42	57.25	45.2	-58.34	15	2
Camera	8.48	31.01	41.24	-42.89	45	2
Camera	11.22	65.81	36.62	-60.5	7	2
Light	7.7	50.78	44.76	-49.81	3	4
Speaker	11.96	70.88	30.33	-53.31	33	3
Camera	3.26	40.64	41.24	-58.77	57	2
Light	13.29	79.03	20.1	-61.08	1	4
Camera	7.52	30.34	42.8	-55.13	2	2
Sensor	17.53	68.66	34.76	-40.54	32	1
Camera	19.67	59.67	46.3	-61.86	57	2
Sensor	5.76	71.17	27.92	-66.03	3	1
Sensor	3.16	70.55	42.65	-57.15	31	1
Plug	9.96	45.37	41.34	-59.01	28	0
Plug	11.96	51.11	35.73	-35.42	43	0
Camera	19.89	73.56	50.35	-54.04	3	2
Camera	13.35	42.67	29.11	-64.08	27	2
Camera	7.99	49.0	48.22	-64.54	4	2
Speaker	12.2	83.63	30.22	-66.03	56	3
Light	9.81	47.83	28.74	-55.99	55	4
Camera	9.54	48.88	36.02	-61.53	51	2
Plug	10.19	58.72	34.56	-46.63	22	0
Plug	11.88	70.37	36.66	-48.56	36	0
Speaker	13.63	39.37	44.17	-55.96	15	3
Light	13.7	108.64	36.35	-70.89	54	4
Camera	11.98	6.98	38.25	-81.99	52	2
Camera	15.62	54.82	36.81	-64.43	39	2
Plug	11.09	42.98	38.44	-49.92	23	0
Plug	16.68	60.13	57.22	-67.24	2	0
Plug	15.21	80.32	40.12	-65.85	24	0
Plug	10.49	35.76	47.78	-71.51	38	0
Plug	10.63	70.62	55.33	-37.5	5	0
Sensor	9.12	59.39	34.61	-68.59	31	1
Light	16.24	40.92	47.0	-51.16	56	4
Speaker	14.36	52.6	48.42	-56.63	42	3
Camera	10.43	57.41	41.27	-50.48	27	2
Speaker	9.66	27.65	39.7	-76.12	16	3
Sensor	17.81	53.67	54.09	-77.13	51	1
Camera	13.28	66.28	41.51	-53.77	39	2
Plug	11.29	24.45	32.13	-48.27	28	0
Camera	4.14	29.72	51.14	-63.27	15	2
Plug	10.65	82.27	48.67	-52.3	43	0
Sensor	13.57	50.27	43.46	-61.15	51	1
Light	11.7	11.88	42.02	-58.6	60	4
Light	7.05	68.65	38.82	-71.61	6	4
Light	8.8	46.44	39.73	-69.05	53	4
Plug	7.63	84.23	29.31	-62.95	10	0
Camera	13.5	49.33	33.84	-67.55	37	2
Camera	6.15	105.55	26.12	-69.0	13	2
Light	13.08	55.19	48.1	-64.77	46	4
Camera	9.74	73.97	35.17	-59.5	44	2
Camera	8.97	58.68	39.21	-30.56	46	2
Plug	10.83	34.47	35.37	-74.0	36	0
Plug	8.81	54.825	28.51	-47.23	46	0
Plug	9.0	36.99	45.23	-37.07	41	0
Plug	13.91	53.24	34.76	-72.68	50	0
Plug	12.04	31.51	29.44	-89.77	51	0
Plug	7.12	65.03	58.51	-64.61	3	0
Camera	9.9	44.82	36.02	-44.83	50	2
Camera	13.77	5.97	17.08	-55.22	54	2
Light	13.01	73.61	35.63	-59.5	26	4
Light	7.09	68.79	20.43	-47.64	56	4
Speaker	19.38	67.15	24.92	-68.55	2	3
Speaker	10.6	67.27	35.37	-41.59	3	3
Sensor	11.42	57.48	22.95	-67.82	21	1
Sensor	10.84	52.25	30.77	-42.29	12	1
Sensor	11.51	52.8	34.83	-64.52	23	1
Light	11.99	24.11	41.99	-66.67	53	4
Sensor	15.83	51.11	28.4	-57.07	6	1
Plug	11.68	60.23	30.69	-84.44	29	0
Speaker	14.86	80.17	29.86	-43.05	33	3
Sensor	11.96	64.5	40.12	-63.32	54	1
Camera	10.74	100.32	37.94	-47.2	4	2
Plug	7.26	31.67	43.62	-80.36	22	0
Light	17.62	5.0	42.35	-44.98	23	4
Camera	17.31	29.31	27.32	-61.2	40	2
Camera	12.8	102.79	41.56	-78.63	28	2
Speaker	5.47	58.43	33.75	-48.55	30	3
Light	17.22	52.86	19.93	-46.98	36	4
Sensor	8.72	38.23	37.15	-64.9	24	1
Plug	9.52	37.84	41.42	-45.13	23	0
Plug	11.02	40.2	33.21	-65.17	11	0
Light	7.34	55.64	38.65	-68.48	22	4
Plug	11.96	45.8	37.05	-80.34	39	0
Sensor	8.64	36.2	39.13	-51.66	26	1
Light	11.01	49.19	40.41	-65.58	48	4
Camera	13.02	30.34	45.64	-57.17	54	2
Camera	16.98	80.25	37.66	-68.88	17	2
Camera	16.26	38.01	33.69	-90.0	25	2
Sensor	22.28	103.76	36.99	-77.83	44	1
Light	10.86	67.47	47.77	-62.71	3	4
Light	14.13	40.49	23.88	-35.79	20	4
Camera	8.03	43.95	54.28	-46.61	18	2
Sensor	19.63	39.49	37.9	-52.08	31	1
Plug	12.38	29.26	30.69	-73.88	6	0
Light	10.57	22.57	45.38	-62.32	53	4
Speaker	17.19	54.825	35.3	-42.92	54	3
Sensor	6.54	46.29	42.95	-66.04	20	1
Sensor	11.71	92.46	53.46	-60.65	59	1
Plug	14.48	91.01	33.88	-61.33	29	0
Sensor	16.14	53.07	40.54	-50.87	9	1
Light	6.08	90.7	28.48	-53.35	54	4
Light	12.36	54.825	30.52	-50.95	40	4
Camera	7.96	70.78	50.17	-53.81	39	2
Camera	11.94	70.22	30.89	-64.26	48	2
Light	11.69	53.16	42.84	-33.36	36	4
Camera	10.51	55.98	15.92	-54.47	48	2
Plug	13.79	56.43	36.47	-44.79	23	0
Plug	16.68	55.72	47.91	-36.02	3	0
Sensor	9.5	11.03	32.32	-74.82	58	1
Plug	15.17	21.83	43.19	-72.43	44	0
Speaker	16.8	58.66	40.24	-79.94	32	3
Sensor	12.17	42.89	38.07	-51.3	9	1
Sensor	4.03	52.49	20.29	-59.77	52	1
Light	8.66	77.19	51.61	-53.44	47	4
Plug	14.38	31.94	40.37	-76.85	51	0
Speaker	9.85	82.21	38.64	-61.1	11	3
Speaker	11.25	54.39	39.41	-80.53	18	3
Plug	16.36	30.57	50.85	-55.94	51	0
Plug	16.13	54.1	47.59	-74.9	30	0
Plug	11.72	74.94	26.97	-73.61	4	0
Light	10.55	51.07	42.49	-63.37	17	4
Light	12.69	16.66	32.01	-83.33	41	4
Plug	18.21	29.46	28.29	-55.29	20	0
Camera	10.03	54.26	32.28	-49.83	50	2
Light	14.95	70.78	32.38	-68.05	20	4
Camera	14.91	103.93	43.32	-62.32	37	2
Sensor	15.71	50.45	34.66	-78.38	21	1
Light	14.73	84.03	33.81	-64.39	10	4
Sensor	14.98	17.59	30.01	-55.77	20	1
Sensor	17.35	72.75	37.35	-41.92	24	1
Plug	8.59	71.93	38.41	-25.0	18	0
Light	9.32	30.38	44.13	-61.4	33	4
Plug	15.3	54.18	21.87	-74.24	44	0
Camera	18.69	41.43	39.73	-56.28	3	2
Plug	11.29	43.73	61.99	-56.63	48	0
Plug	6.78	63.56	24.94	-45.6	57	0
Light	7.44	72.65	46.86	-66.32	16	4
Camera	12.22	38.51	48.61	-55.07	1	2
Camera	9.51	37.61	47.77	-35.03	1	2
Plug	10.68	30.0	37.3	-70.09	33	0
Light	15.5	78.93	32.27	-77.72	41	4
Light	14.87	54.65	50.27	-65.47	21	4
Plug	11.41	79.56	51.62	-55.01	24	0
Sensor	13.51	48.57	45.27	-49.8	48	1
Light	11.83	86.46	15.65	-48.66	35	4
Plug	10.42	39.13	15.21	-49.08	18	0
Plug	19.32	92.26	8.0	-58.98	48	0
Light	6.47	75.44	51.61	-42.91	27	4
Camera	6.24	50.47	24.96	-60.58	57	2
Sensor	9.54	82.92	45.62	-51.26	29	1
Plug	6.59	47.35	40.18	-62.25	8	0
Plug	10.93	83.55	29.32	-78.6	20	0
Camera	20.02	87.87	38.51	-75.5	9	2
Speaker	15.4	62.97	29.9	-42.59	49	3
Sensor	15.38	18.16	48.33	-78.71	10	1
Sensor	12.78	61.85	35.42	-44.06	56	1
Speaker	5.63	64.94	31.42	-71.22	57	3
Light	4.01	41.13	34.75	-50.72	39	4
Light	15.79	49.02	32.53	-60.41	38	4
Sensor	9.86	27.46	36.0	-59.73	57	1
Speaker	10.1	57.75	41.97	-59.71	57	3
Plug	11.67	82.35	40.35	-59.1	29	0
Sensor	6.45	5.0	33.89	-55.86	24	1
Plug	10.16	53.39	60.03	-48.94	18	0
Camera	8.04	73.15	27.26	-62.33	4	2
Camera	14.97	59.15	55.48	-65.86	48	2
Speaker	16.92	63.63	35.67	-79.42	26	3
Sensor	18.31	89.61	29.41	-42.31	9	1
Sensor	11.24	47.71	34.56	-58.42	16	1
Light	9.97	34.89	42.27	-74.47	29	4
Plug	19.25	55.91	32.39	-72.36	41	0
Plug	15.37	39.98	33.01	-65.82	13	0
Speaker	13.39	57.27	44.68	-72.75	12	3
Light	14.88	69.24	47.96	-55.46	36	4
Sensor	10.93	57.18	39.24	-39.79	5	1
Light	13.63	69.45	35.45	-61.41	4	4
Light	22.49	17.68	28.34	-45.86	15	4
Speaker	18.93	60.72	30.26	-58.08	30	3
Sensor	12.08	70.43	36.32	-70.35	12	1
Camera	13.74	68.43	50.55	-55.84	6	2
Plug	10.89	97.82	44.44	-43.93	37	0
Sensor	11.69	25.29	34.6	-75.81	29	1
Speaker	12.95	44.35	48.9	-72.84	14	3
Plug	10.91	19.09	41.39	-40.61	7	0
Light	17.05	82.19	47.44	-48.58	37	4
Light	11.39	75.77	26.67	-65.15	16	4
Light	11.06	71.34	41.88	-46.64	17	4
Light	8.51	81.79	31.05	-46.65	17	4
Light	11.77	99.81	46.52	-32.39	40	4
Speaker	6.1	128.1	26.12	-62.35	16	3
Sensor	8.3	53.75	52.46	-56.01	18	1
Sensor	19.34	54.18	41.59	-54.41	51	1
Light	11.76	38.36	47.39	-50.07	54	4
Plug	13.74	47.13	38.12	-64.12	55	0
Light	12.74	60.63	47.63	-75.51	43	4
Light	7.34	38.77	37.12	-69.3	7	4
Camera	9.44	53.65	36.99	-62.81	54	2
Light	10.41	71.22	50.89	-56.5	35	4
Speaker	7.22	81.47	49.43	-57.73	19	3
Camera	12.35	43.07	38.91	-55.72	4	2
Plug	8.83	46.78	35.3	-57.66	25	0
Plug	12.31	88.93	35.59	-46.07	38	0
Light	15.21	51.35	43.0	-41.37	16	4
Light	14.94	39.33	36.88	-66.16	33	4
Light	13.81	53.06	41.91	-32.98	42	4
Light	7.79	37.73	33.65	-60.63	51	4
Light	6.16	42.1	44.67	-49.36	56	4
Light	11.69	84.21	45.52	-71.25	40	4
Camera	12.57	47.78	35.25	-44.32	30	2
Speaker	13.33	25.09	46.42	-61.23	30	3
Sensor	6.17	44.42	31.43	-59.33	57	1
Camera	16.94	63.52	37.24	-79.03	19	2
Sensor	16.07	59.34	34.01	-60.57	18	1
Light	7.96	81.53	50.37	-27.76	12	4
Camera	12.07	58.94	42.9	-65.87	48	2
Light	10.28	64.85	49.22	-71.4	41	4
Sensor	8.17	76.42	47.77	-76.27	7	1
Light	12.07	64.9	47.33	-77.69	10	4
Plug	10.77	78.6	38.65	-53.67	29	0
Plug	13.43	40.51	29.8	-65.96	22	0
Camera	15.39	46.67	47.21	-64.42	10	2
Plug	18.66	52.38	24.12	-57.69	44	0
Plug	11.66	30.57	39.84	-57.22	4	0
Camera	13.87	92.65	36.09	-63.13	42	2
Sensor	10.2	54.87	35.36	-65.63	53	1
Light	23.63	56.67	23.3	-51.99	37	4
Plug	11.24	101.46	48.06	-61.89	16	0
Camera	14.34	47.1	21.12	-46.9	22	2
Camera	16.75	57.18	52.84	-49.5	5	2
Plug	13.76	56.55	35.99	-44.77	37	0
Camera	12.44	30.02	44.29	-74.68	44	2
Speaker	3.62	103.59	31.62	-61.03	60	3
Plug	14.36	37.48	37.86	-56.05	53	0
Camera	10.92	61.99	30.08	-65.73	22	2
Plug	6.38	35.8	40.54	-69.12	49	0
Camera	15.79	39.31	38.17	-66.12	18	2
Light	11.06	48.72	52.26	-49.11	28	4
Plug	17.09	60.27	42.33	-73.67	20	0
Sensor	6.38	58.68	29.42	-44.14	8	1
Plug	14.45	79.25	36.12	-75.96	34	0
Sensor	10.97	94.34	32.95	-61.17	2	1
Light	12.53	67.28	30.12	-55.59	4	4
Plug	6.89	40.2	35.28	-65.0	6	0
Sensor	12.49	58.81	37.37	-54.12	32	1
Plug	12.91	43.72	42.64	-54.47	7	0
Speaker	8.43	54.825	58.43	-70.1	10	3
Light	10.58	57.73	50.3	-44.19	60	4
Light	15.5	7.64	42.54	-53.79	47	4
Speaker	11.96	65.51	44.0	-39.42	6	3
Plug	9.12	62.59	41.35	-48.65	9	0
Speaker	11.64	77.55	37.93	-50.36	41	3
Light	13.72	5.0	50.21	-80.08	37	4
Camera	10.64	9.12	28.29	-48.13	18	2
Light	13.1	34.09	44.0	-55.13	37	4
Plug	6.22	78.15	59.55	-64.43	41	0
Light	10.36	79.64	35.83	-52.75	18	4
Plug	18.74	26.74	30.35	-41.08	53	0
Camera	14.16	63.3	34.67	-55.47	4	2
Camera	7.83	101.91	42.86	-56.28	7	2
Camera	8.81	45.58	28.43	-64.1	9	2
Speaker	11.38	27.14	21.37	-56.63	53	3
Camera	14.8	54.63	31.15	-62.93	48	2
Plug	15.21	71.7	15.96	-64.78	7	0
Light	15.37	84.17	21.56	-63.07	51	4
Speaker	9.88	51.31	46.21	-54.17	54	3
Light	10.88	68.16	30.7	-82.75	58	4
Speaker	14.76	64.69	44.88	-66.1	39	3
Sensor	15.69	15.83	36.77	-61.55	37	1
Speaker	7.63	75.38	35.95	-47.27	15	3
Plug	12.98	39.76	37.74	-73.44	46	0
Plug	17.25	50.27	24.0	-56.7	52	0
Plug	8.92	40.58	36.72	-61.97	28	0
Plug	11.66	51.33	31.13	-62.95	8	0
Camera	11.14	62.82	45.09	-44.27	8	2
Plug	8.97	34.12	36.82	-64.65	53	0
Speaker	12.0	47.73	29.04	-30.3	35	3
Speaker	8.43	38.76	52.76	-37.73	58	3
Light	6.33	70.83	36.91	-50.02	19	4
Plug	10.71	88.54	28.11	-46.82	4	0
Light	17.25	27.43	24.94	-53.8	48	4
Sensor	16.84	17.59	52.34	-60.8	35	1
Camera	13.09	29.08	42.7	-57.09	20	2
Camera	12.92	46.01	27.56	-42.54	46	2
Speaker	10.71	31.76	40.29	-53.89	20	3
Camera	10.64	57.97	29.61	-60.41	10	2
Speaker	12.12	47.38	33.21	-46.46	48	3
Light	7.28	26.99	34.25	-58.09	1	4
Speaker	10.87	15.8	43.93	-51.43	21	3
Light	12.57	54.825	36.76	-41.45	53	4
Plug	13.61	77.68	48.37	-66.24	5	0
Speaker	11.62	33.58	24.45	-47.29	52	3
Sensor	13.3	64.07	32.12	-43.17	49	1
Speaker	7.12	73.68	47.65	-50.7	49	3
Camera	9.7	46.31	31.07	-66.21	12	2
Sensor	15.42	38.37	42.81	-62.9	19	1
Plug	4.39	54.21	29.13	-82.41	24	0
Speaker	11.13	52.71	30.84	-51.69	3	3
Sensor	11.48	37.02	40.01	-35.99	30	1
Light	8.82	76.7	32.52	-68.63	34	4
Light	7.98	55.94	44.18	-66.0	51	4
Camera	16.36	40.49	52.34	-65.44	6	2
Plug	11.32	68.0	29.44	-62.79	40	0
Speaker	15.25	77.0	27.15	-55.33	60	3
Sensor	17.6	100.27	51.13	-61.23	15	1
Sensor	6.98	51.24	44.08	-56.88	5	1
Light	5.88	74.17	39.33	-51.01	6	4
Sensor	8.8	53.08	30.66	-45.16	35	1
Light	16.25	13.69	47.7	-32.69	51	4
Camera	11.62	116.09	29.79	-38.01	10	2
Speaker	7.8	56.77	28.39	-61.97	27	3
Camera	16.07	40.23	38.29	-59.53	39	2
Camera	11.81	18.77	46.1	-74.42	11	2
Light	12.86	49.57	41.45	-59.27	25	4
Plug	13.03	73.67	32.32	-52.24	16	0
Light	13.07	46.36	28.55	-53.12	31	4
Camera	11.96	8.03	39.58	-81.82	41	2
Light	11.49	62.14	31.24	-71.41	56	4
Light	12.84	22.83	35.92	-55.96	4	4
Speaker	12.37	45.0	38.17	-41.69	51	3
Sensor	17.19	44.84	40.08	-57.63	45	1
Speaker	13.95	103.56	42.87	-65.48	60	3
Light	12.98	50.24	41.25	-64.78	25	4
Sensor	19.42	40.31	46.06	-62.18	55	1
Light	10.26	60.43	35.7	-53.35	8	4
Camera	15.95	47.04	38.33	-71.49	48	2
Plug	10.3	19.16	19.45	-43.84	50	0
Sensor	10.09	76.28	41.95	-44.4	10	1
Speaker	15.45	76.1	46.91	-44.85	45	3
Plug	11.59	60.86	40.38	-55.89	23	0
Plug	21.85	25.87	20.2	-48.33	46	0
Camera	12.39	37.05	42.53	-61.33	36	2
Light	10.48	44.6	37.56	-54.1	29	4
Light	12.01	43.91	37.97	-25.0	12	4
Plug	12.66	57.22	46.78	-58.24	30	0
Plug	1.59	46.93	14.58	-53.16	34	0
Light	13.75	35.56	50.97	-60.0	46	4
Camera	7.92	89.21	30.42	-60.39	42	2
Camera	11.81	52.32	32.68	-55.76	46	2
Light	12.65	41.4	30.55	-70.82	34	4
Plug	11.61	95.56	48.51	-54.87	48	0
Plug	15.23	89.71	42.83	-70.9	57	0
Sensor	13.57	16.71	37.82	-48.48	19	1
Sensor	16.11	53.11	33.14	-47.53	50	1
Light	12.38	42.65	49.77	-51.9	33	4
Plug	10.16	83.67	31.14	-70.25	39	0
Speaker	15.95	44.54	21.03	-60.85	43	3
Camera	15.08	74.03	43.28	-76.54	44	2
Sensor	16.15	54.84	58.7	-46.31	18	1
Light	13.45	38.63	55.59	-64.33	28	4
Plug	5.19	59.52	52.8	-75.21	22	0
Plug	11.44	69.86	20.31	-60.55	20	0
Camera	13.48	55.34	19.96	-51.62	10	2
Camera	8.44	78.12	23.37	-78.83	4	2
Sensor	18.01	68.23	46.94	-68.68	17	1
Plug	12.7	36.16	21.17	-42.87	46	0
Sensor	10.56	47.97	23.21	-39.22	3	1
Sensor	12.51	64.87	39.15	-58.07	7	1
Plug	9.57	76.28	36.84	-48.0	35	0
Light	9.36	44.6	40.6	-81.14	52	4
Speaker	11.81	57.45	43.22	-35.63	9	3
Sensor	8.1	82.94	48.47	-57.5	44	1
Speaker	10.11	42.11	19.33	-86.98	31	3
Camera	6.58	79.76	38.72	-72.39	49	2
Light	14.7	60.36	43.33	-56.5	59	4
Plug	12.15	46.8	45.91	-25.0	14	0
Sensor	13.17	105.91	28.62	-63.12	13	1
Camera	7.19	50.58	35.37	-65.29	19	2
Light	10.08	42.05	31.65	-71.35	27	4
Light	1.82	42.11	23.25	-56.14	42	4
Plug	7.7	77.35	49.95	-53.46	38	0
Plug	11.85	67.68	30.53	-63.68	18	0
Plug	12.62	84.64	40.96	-70.24	55	0
Sensor	8.23	30.98	49.35	-55.8	16	1
Sensor	12.06	26.54	34.51	-74.83	43	1
Plug	15.36	87.62	48.22	-35.47	45	0
Camera	16.37	42.46	25.26	-62.01	31	2
Plug	9.82	33.3	26.08	-52.56	55	0
Camera	13.26	77.41	34.25	-52.24	15	2
Plug	8.96	72.2	43.58	-44.66	26	0
Light	6.7	43.12	26.32	-53.63	33	4
Light	17.86	13.45	42.79	-76.96	7	4
Light	7.0	32.52	42.37	-61.61	27	4
Speaker	4.73	33.77	29.07	-41.89	45	3
Light	11.96	82.92	45.46	-90.0	4	4
Speaker	10.39	70.96	31.32	-50.55	5	3
Camera	10.18	35.9	37.86	-56.08	6	2
Speaker	7.37	51.25	28.98	-61.51	55	3
Light	14.47	52.87	51.33	-38.46	16	4
Speaker	2.0	72.95	46.32	-69.64	9	3
Speaker	11.99	5.0	49.71	-62.49	14	3
Light	17.37	79.13	44.13	-65.1	60	4
Speaker	12.11	73.06	32.53	-73.01	38	3
Camera	10.2	74.91	46.4	-65.57	55	2
Plug	10.92	70.37	32.68	-39.18	21	0
Camera	11.9	88.7	17.84	-47.4	29	2
Light	14.84	34.51	37.19	-65.9	1	4
Plug	6.9	81.35	33.49	-46.98	32	0
Plug	7.66	85.23	43.78	-48.85	53	0
Sensor	8.24	77.17	26.29	-49.44	40	1
Speaker	7.61	66.08	51.3	-57.59	9	3
Plug	16.9	59.89	32.48	-64.64	49	0
Camera	12.71	39.05	28.11	-70.47	51	2
Light	20.38	54.21	36.26	-51.53	10	4
Camera	11.29	29.71	45.4	-47.68	43	2
Camera	11.1	27.5	34.25	-42.84	38	2
Sensor	7.99	77.86	30.44	-72.67	16	1
Light	9.16	51.21	35.28	-71.19	15	4
Sensor	14.89	64.68	30.72	-58.93	39	1
Speaker	21.54	57.11	23.49	-66.8	59	3
Camera	10.56	54.825	39.56	-45.07	31	2
Plug	8.2	56.24	40.42	-56.38	52	0
Camera	13.47	43.87	43.83	-37.29	23	2
Plug	9.42	76.21	35.01	-34.88	51	0
Light	14.41	62.68	41.68	-62.31	25	4
Speaker	7.84	64.22	47.59	-53.95	22	3
Light	17.89	29.0	36.62	-67.92	5	4
Sensor	13.3	72.31	33.56	-43.2	49	1
Speaker	13.31	33.72	33.11	-63.27	6	3
Camera	10.02	79.25	41.25	-71.89	40	2
Camera	9.1	47.05	35.34	-77.33	51	2
Sensor	3.53	28.27	39.43	-61.85	50	1
Plug	9.97	80.2	38.87	-35.79	56	0
Light	9.14	89.07	49.74	-66.17	42	4
Camera	15.48	36.91	50.75	-42.16	41	2
Plug	14.01	103.07	54.33	-53.15	29	0
Speaker	8.32	73.2	44.85	-57.0	14	3
Speaker	4.35	18.67	37.42	-64.44	26	3
Camera	11.6	32.28	38.73	-49.09	24	2
Plug	16.69	92.3	49.32	-65.54	42	0
Sensor	14.0	45.69	47.25	-75.36	5	1
Speaker	10.75	32.08	22.7	-48.93	8	3
Camera	13.42	24.61	46.07	-58.31	25	2
Light	10.39	29.2	44.78	-75.09	35	4
Light	16.14	69.93	35.74	-56.67	60	4
Speaker	19.35	43.7	31.5	-54.06	14	3
Sensor	14.49	53.1	40.65	-62.69	17	1
Camera	7.67	27.12	43.03	-57.26	39	2
Light	5.36	65.48	49.12	-84.27	15	4
Plug	12.78	49.68	38.81	-71.94	13	0
Sensor	12.44	37.14	36.81	-41.71	30	1
Light	12.76	38.75	47.84	-36.87	23	4
Plug	1.37	58.77	38.52	-40.63	21	0
Plug	11.68	61.03	41.87	-64.39	8	0
Light	10.67	78.8	24.97	-42.69	32	4
Speaker	13.2	75.7	43.05	-50.49	53	3
Light	14.21	8.62	34.68	-38.68	33	4
Camera	10.52	30.91	30.92	-30.26	10	2
Speaker	5.23	54.825	36.47	-50.26	52	3
Sensor	9.19	60.82	45.68	-58.74	55	1
Speaker	16.54	47.04	35.78	-44.16	57	3
Speaker	10.97	67.21	39.1	-44.45	1	3
Light	12.44	35.24	53.33	-60.04	60	4
Plug	16.91	76.11	27.95	-73.15	12	0
Light	15.03	42.4	39.86	-62.93	47	4
Plug	16.69	52.81	41.41	-51.57	45	0
Sensor	15.67	81.01	30.37	-46.71	18	1
Light	7.31	12.04	35.22	-57.72	6	4
Plug	8.68	66.51	34.86	-66.51	27	0
Sensor	14.84	69.75	33.95	-60.08	57	1
Camera	12.39	14.3	39.35	-68.72	42	2
Plug	12.31	43.53	52.08	-53.48	40	0
Plug	12.78	20.88	31.43	-68.23	25	0
Sensor	16.55	37.87	29.77	-67.68	19	1
